perturbation	group	grit	cell_line	barcode_control	cor_method	grit_replicate_summary_method
AKT1-1	AKT1	0.8817765076031199	HCC44	cutting_control	spearman	median
AKT1-2	AKT1	0.8654523680269246	HCC44	cutting_control	spearman	median
ARID1B-1	ARID1B	0.7186107394359266	HCC44	cutting_control	spearman	median
ARID1B-2	ARID1B	0.5635326429562862	HCC44	cutting_control	spearman	median
ATF4-1	ATF4	0.2969090859332439	HCC44	cutting_control	spearman	median
ATF4-2	ATF4	0.6218580551837368	HCC44	cutting_control	spearman	median
ATP50-1	ATP50	1.2374375363213888	HCC44	cutting_control	spearman	median
ATP50-2	ATP50	0.8570932343975175	HCC44	cutting_control	spearman	median
AURKB-2	AURKB		HCC44	cutting_control	spearman	median
BCL2-1	BCL2	0.5625201787404379	HCC44	cutting_control	spearman	median
BCL2-2	BCL2	0.644082628329885	HCC44	cutting_control	spearman	median
BCL2L2-1	BCL2L2	-0.06904402266286547	HCC44	cutting_control	spearman	median
BCL2L2-2	BCL2L2	0.12748029592850044	HCC44	cutting_control	spearman	median
BCL2L2-4	BCL2L2	0.4305577138911536	HCC44	cutting_control	spearman	median
BRAF-2	BRAF		HCC44	cutting_control	spearman	median
BRAF1-1	BRAF1		HCC44	cutting_control	spearman	median
BRCA1-1	BRCA1	0.5542562402544722	HCC44	cutting_control	spearman	median
BRCA1-2	BRCA1	0.5540040766361779	HCC44	cutting_control	spearman	median
BRD4-1	BRD4	2.78539115025254	HCC44	cutting_control	spearman	median
BRD4-2	BRD4	1.7401331474519952	HCC44	cutting_control	spearman	median
CCND1-1	CCND1	0.7005731693966444	HCC44	cutting_control	spearman	median
CCND1-2	CCND1	0.30392202188192	HCC44	cutting_control	spearman	median
CCNE1-1	CCNE1	1.6929944475666923	HCC44	cutting_control	spearman	median
CCNE1-2	CCNE1	1.3894080039302625	HCC44	cutting_control	spearman	median
CDK2-1	CDK2	2.120248029478457	HCC44	cutting_control	spearman	median
CDK2-2	CDK2	1.9073295738082559	HCC44	cutting_control	spearman	median
CDK4-1	CDK4	0.7057218044255632	HCC44	cutting_control	spearman	median
CDK4-2	CDK4	0.7462752394723233	HCC44	cutting_control	spearman	median
CDK4-3	CDK4	0.37182945667412715	HCC44	cutting_control	spearman	median
CHEK2-1	CHEK2	0.4944709353699055	HCC44	cutting_control	spearman	median
CHEK2-2	CHEK2	0.4105850944883267	HCC44	cutting_control	spearman	median
COX5B-1	COX5B	0.5527251304850318	HCC44	cutting_control	spearman	median
COX5B-2	COX5B	0.14309665661425713	HCC44	cutting_control	spearman	median
CSNK1A1-1	CSNK1A1	2.2875257976625303	HCC44	cutting_control	spearman	median
CSNK1A1-2	CSNK1A1	1.8559323035392519	HCC44	cutting_control	spearman	median
CTNNB1-1	CTNNB1	-0.33085921528692985	HCC44	cutting_control	spearman	median
CTNNB1-2	CTNNB1	0.004509471493690197	HCC44	cutting_control	spearman	median
Chr2-1	Chr2	0.23085555037334782	HCC44	cutting_control	spearman	median
Chr2-2	Chr2	0.2037811650734106	HCC44	cutting_control	spearman	median
Chr2-3	Chr2	0.2860017804665763	HCC44	cutting_control	spearman	median
Chr2-4	Chr2	0.078103058568166	HCC44	cutting_control	spearman	median
Chr2-5	Chr2	0.2446092239891395	HCC44	cutting_control	spearman	median
Chr2-6	Chr2	0.2943403091308865	HCC44	cutting_control	spearman	median
DOT1L-1	DOT1L	1.1604821278948576	HCC44	cutting_control	spearman	median
DOT1L-2	DOT1L	1.4606761644878796	HCC44	cutting_control	spearman	median
EGFR-1	EGFR	0.339827127914364	HCC44	cutting_control	spearman	median
EGFR-2	EGFR	-0.1296586522460812	HCC44	cutting_control	spearman	median
EGLN1-8	EGLN1	1.6489228250971664	HCC44	cutting_control	spearman	median
EGLN1-9	EGLN1	1.3950216787296816	HCC44	cutting_control	spearman	median
EMPTY	EMPTY		HCC44	cutting_control	spearman	median
ERBB2-1	ERBB2	0.518934311748027	HCC44	cutting_control	spearman	median
ERBB2-2	ERBB2	0.09245975107824166	HCC44	cutting_control	spearman	median
ERBB3-1	ERBB3	0.48252057567792817	HCC44	cutting_control	spearman	median
ERBB3-2	ERBB3	0.5135894893308016	HCC44	cutting_control	spearman	median
EZH2-1	EZH2	1.0514779912563839	HCC44	cutting_control	spearman	median
EZH2-2	EZH2	0.6451781550468931	HCC44	cutting_control	spearman	median
GLS-1	GLS	0.8866261362029166	HCC44	cutting_control	spearman	median
GLS-2	GLS	0.34337151876505995	HCC44	cutting_control	spearman	median
GPX4-1	GPX4	1.3759225142643596	HCC44	cutting_control	spearman	median
GPX4-2	GPX4	1.1899455421323235	HCC44	cutting_control	spearman	median
HIF1a-1	HIF1a	0.5204724961426948	HCC44	cutting_control	spearman	median
HIF1a-2	HIF1a	0.5168914144432746	HCC44	cutting_control	spearman	median
ITGAV-1	ITGAV	3.6485278955934612	HCC44	cutting_control	spearman	median
ITGAV-2	ITGAV	3.8112781362960693	HCC44	cutting_control	spearman	median
JAK3-1	JAK3	0.4376681327436796	HCC44	cutting_control	spearman	median
JAK3-2	JAK3	0.352370680727297	HCC44	cutting_control	spearman	median
KIF11-1	KIF11	2.2671095126718828	HCC44	cutting_control	spearman	median
KIF11-2	KIF11	1.938490927945994	HCC44	cutting_control	spearman	median
KRAS-1	KRAS	1.5304917716524549	HCC44	cutting_control	spearman	median
KRAS-2A	KRAS	1.3401796818899696	HCC44	cutting_control	spearman	median
KRAS-2B	KRAS	0.884230451469592	HCC44	cutting_control	spearman	median
LacZ-2	LacZ	0.4076934854825951	HCC44	cutting_control	spearman	median
LacZ-3	LacZ	0.5063244259448838	HCC44	cutting_control	spearman	median
Luc-1	Luc	0.7526233536917581	HCC44	cutting_control	spearman	median
Luc-2	Luc	0.777303134524771	HCC44	cutting_control	spearman	median
MAPK1-1	MAPK1	0.8539035964832262	HCC44	cutting_control	spearman	median
MAPK1-2	MAPK1	0.8407806816747743	HCC44	cutting_control	spearman	median
MCL1-2	MCL1	0.15386359185749554	HCC44	cutting_control	spearman	median
MCL1-5	MCL1	0.5010264986197605	HCC44	cutting_control	spearman	median
MTOR-1	MTOR	1.2325947626543954	HCC44	cutting_control	spearman	median
MTOR-2	MTOR	1.3917485869535522	HCC44	cutting_control	spearman	median
MYC-1	MYC	2.3650956236933176	HCC44	cutting_control	spearman	median
MYC-2	MYC	2.3428000443870935	HCC44	cutting_control	spearman	median
ORC4-1	ORC4	0.15154221167310541	HCC44	cutting_control	spearman	median
ORC4-2	ORC4	-0.10412432788428357	HCC44	cutting_control	spearman	median
PIK3CA-1	PIK3CA	0.4359882389563553	HCC44	cutting_control	spearman	median
PIK3CA-2	PIK3CA	0.9441988524634757	HCC44	cutting_control	spearman	median
POLR2D-1	POLR2D	2.4335595237033534	HCC44	cutting_control	spearman	median
POLR2D-2	POLR2D	2.284537464263195	HCC44	cutting_control	spearman	median
PPIB-1	PPIB	-0.030907181908093946	HCC44	cutting_control	spearman	median
PPIB-2	PPIB	-0.21487440871864188	HCC44	cutting_control	spearman	median
PRDX1-1	PRDX1	0.2044831857813805	HCC44	cutting_control	spearman	median
PRDX1-2	PRDX1	-0.3221347125057708	HCC44	cutting_control	spearman	median
PSMA1-1	PSMA1	1.965948871652171	HCC44	cutting_control	spearman	median
PSMA1-2	PSMA1	2.0937269530048073	HCC44	cutting_control	spearman	median
PTK2-1	PTK2	1.9959975845769948	HCC44	cutting_control	spearman	median
PTK2-2	PTK2	2.1570607583189285	HCC44	cutting_control	spearman	median
RAC1-1	RAC1	1.1423569246616456	HCC44	cutting_control	spearman	median
RAC1-2	RAC1	0.9676954838315184	HCC44	cutting_control	spearman	median
RAF1-1	RAF1	0.5256030242141079	HCC44	cutting_control	spearman	median
RAF1-2	RAF1	0.7335932293597511	HCC44	cutting_control	spearman	median
RHOA-1	RHOA	3.0402259066879918	HCC44	cutting_control	spearman	median
RHOA-2	RHOA	3.0329580539893577	HCC44	cutting_control	spearman	median
SDHB-1	SDHB	1.1277446409210081	HCC44	cutting_control	spearman	median
SDHB-2	SDHB	0.9960003142616609	HCC44	cutting_control	spearman	median
SLC2A1-1	SLC2A1		HCC44	cutting_control	spearman	median
SLC2A2-2	SLC2A2		HCC44	cutting_control	spearman	median
SMARCB1-1	SMARCB1	0.7489548520024841	HCC44	cutting_control	spearman	median
SMARCB1-2	SMARCB1	0.9365621072960615	HCC44	cutting_control	spearman	median
STAT3-1	STAT3	0.7456216007670204	HCC44	cutting_control	spearman	median
STAT3-2	STAT3	0.4456170026671977	HCC44	cutting_control	spearman	median
SUZ12-1	SUZ12	1.5612635683360367	HCC44	cutting_control	spearman	median
SUZ12-2	SUZ12	1.3120650611522864	HCC44	cutting_control	spearman	median
TXN-1	TXN	0.4877825260161653	HCC44	cutting_control	spearman	median
TXN-2	TXN	0.5311970165947157	HCC44	cutting_control	spearman	median
XBP-1	XBP	0.9705333949105472	HCC44	cutting_control	spearman	median
XBP-2	XBP	1.076156949703457	HCC44	cutting_control	spearman	median
YAP1-1	YAP1	0.5710601130777966	HCC44	cutting_control	spearman	median
YAP1-2	YAP1	0.49368874422805376	HCC44	cutting_control	spearman	median
AKT1-1	AKT1	0.8674349077156669	HCC44	perturbation_control	pearson	mean
AKT1-2	AKT1	0.902653207470749	HCC44	perturbation_control	pearson	mean
ARID1B-1	ARID1B	0.7022784035113655	HCC44	perturbation_control	pearson	mean
ARID1B-2	ARID1B	0.6367334519731794	HCC44	perturbation_control	pearson	mean
ATF4-1	ATF4	0.6127341079786359	HCC44	perturbation_control	pearson	mean
ATF4-2	ATF4	0.7608193214020791	HCC44	perturbation_control	pearson	mean
ATP50-1	ATP50	1.4534364908508197	HCC44	perturbation_control	pearson	mean
ATP50-2	ATP50	1.2544062080466039	HCC44	perturbation_control	pearson	mean
AURKB-2	AURKB		HCC44	perturbation_control	pearson	mean
BCL2-1	BCL2	0.8154085266897709	HCC44	perturbation_control	pearson	mean
BCL2-2	BCL2	0.7648350876638716	HCC44	perturbation_control	pearson	mean
BCL2L2-1	BCL2L2	0.332096295273698	HCC44	perturbation_control	pearson	mean
BCL2L2-2	BCL2L2	0.19846559867167007	HCC44	perturbation_control	pearson	mean
BCL2L2-4	BCL2L2	0.480131676974487	HCC44	perturbation_control	pearson	mean
BRAF-2	BRAF		HCC44	perturbation_control	pearson	mean
BRAF1-1	BRAF1		HCC44	perturbation_control	pearson	mean
BRCA1-1	BRCA1	0.8614797293879836	HCC44	perturbation_control	pearson	mean
BRCA1-2	BRCA1	0.891265952683586	HCC44	perturbation_control	pearson	mean
BRD4-1	BRD4	2.6256612438284126	HCC44	perturbation_control	pearson	mean
BRD4-2	BRD4	1.9628036706747392	HCC44	perturbation_control	pearson	mean
CCND1-1	CCND1	0.7434798579759866	HCC44	perturbation_control	pearson	mean
CCND1-2	CCND1	0.654151539411635	HCC44	perturbation_control	pearson	mean
CCNE1-1	CCNE1	1.9372437347924034	HCC44	perturbation_control	pearson	mean
CCNE1-2	CCNE1	1.7317310781419293	HCC44	perturbation_control	pearson	mean
CDK2-1	CDK2	2.4836623504724775	HCC44	perturbation_control	pearson	mean
CDK2-2	CDK2	2.2352881149635313	HCC44	perturbation_control	pearson	mean
CDK4-1	CDK4	1.2023193669308898	HCC44	perturbation_control	pearson	mean
CDK4-2	CDK4	1.085929454377235	HCC44	perturbation_control	pearson	mean
CDK4-3	CDK4	0.8640682338462522	HCC44	perturbation_control	pearson	mean
CHEK2-1	CHEK2	0.3043431760274874	HCC44	perturbation_control	pearson	mean
CHEK2-2	CHEK2	0.41414726324560014	HCC44	perturbation_control	pearson	mean
COX5B-1	COX5B	0.7843330573532735	HCC44	perturbation_control	pearson	mean
COX5B-2	COX5B	0.7622095089892137	HCC44	perturbation_control	pearson	mean
CSNK1A1-1	CSNK1A1	1.951083100618035	HCC44	perturbation_control	pearson	mean
CSNK1A1-2	CSNK1A1	1.5830062868661687	HCC44	perturbation_control	pearson	mean
CTNNB1-1	CTNNB1	0.01983022417255961	HCC44	perturbation_control	pearson	mean
CTNNB1-2	CTNNB1	0.007265619898510394	HCC44	perturbation_control	pearson	mean
Chr2-1	Chr2	0.5731576291485996	HCC44	perturbation_control	pearson	mean
Chr2-2	Chr2	0.3744005008036142	HCC44	perturbation_control	pearson	mean
Chr2-3	Chr2	0.727814542054678	HCC44	perturbation_control	pearson	mean
Chr2-4	Chr2	0.134739967259994	HCC44	perturbation_control	pearson	mean
Chr2-5	Chr2	0.6107075047455549	HCC44	perturbation_control	pearson	mean
Chr2-6	Chr2	0.7461777607980629	HCC44	perturbation_control	pearson	mean
DOT1L-1	DOT1L	0.9148173603476984	HCC44	perturbation_control	pearson	mean
DOT1L-2	DOT1L	0.948777841406004	HCC44	perturbation_control	pearson	mean
EGFR-1	EGFR	0.31365099466378765	HCC44	perturbation_control	pearson	mean
EGFR-2	EGFR	0.3877693527329542	HCC44	perturbation_control	pearson	mean
EGLN1-8	EGLN1	1.7260455687146008	HCC44	perturbation_control	pearson	mean
EGLN1-9	EGLN1	1.6191641849950578	HCC44	perturbation_control	pearson	mean
EMPTY	EMPTY		HCC44	perturbation_control	pearson	mean
ERBB2-1	ERBB2	0.23490333234410243	HCC44	perturbation_control	pearson	mean
ERBB2-2	ERBB2	0.21863041299087735	HCC44	perturbation_control	pearson	mean
ERBB3-1	ERBB3	0.7140032812229024	HCC44	perturbation_control	pearson	mean
ERBB3-2	ERBB3	0.6258551185711512	HCC44	perturbation_control	pearson	mean
EZH2-1	EZH2	0.9287445944674594	HCC44	perturbation_control	pearson	mean
EZH2-2	EZH2	1.048467617288872	HCC44	perturbation_control	pearson	mean
GLS-1	GLS	1.0999909954524991	HCC44	perturbation_control	pearson	mean
GLS-2	GLS	0.9085538322826038	HCC44	perturbation_control	pearson	mean
GPX4-1	GPX4	0.9843177341791292	HCC44	perturbation_control	pearson	mean
GPX4-2	GPX4	0.8310927999600998	HCC44	perturbation_control	pearson	mean
HIF1a-1	HIF1a	0.6864619013780556	HCC44	perturbation_control	pearson	mean
HIF1a-2	HIF1a	0.6523969114389077	HCC44	perturbation_control	pearson	mean
ITGAV-1	ITGAV	3.4956364362636205	HCC44	perturbation_control	pearson	mean
ITGAV-2	ITGAV	3.6565007359956505	HCC44	perturbation_control	pearson	mean
JAK3-1	JAK3	0.3302480142504794	HCC44	perturbation_control	pearson	mean
JAK3-2	JAK3	0.2768090341647988	HCC44	perturbation_control	pearson	mean
KIF11-1	KIF11	2.3888258186579043	HCC44	perturbation_control	pearson	mean
KIF11-2	KIF11	2.2745921444115833	HCC44	perturbation_control	pearson	mean
KRAS-1	KRAS	1.5320584044290864	HCC44	perturbation_control	pearson	mean
KRAS-2A	KRAS	1.447311603775377	HCC44	perturbation_control	pearson	mean
KRAS-2B	KRAS	0.8776054725691244	HCC44	perturbation_control	pearson	mean
LacZ-2	LacZ	0.2832155388669271	HCC44	perturbation_control	pearson	mean
LacZ-3	LacZ	0.24773118925375373	HCC44	perturbation_control	pearson	mean
Luc-1	Luc	0.4912265641822844	HCC44	perturbation_control	pearson	mean
Luc-2	Luc	0.4631358898628119	HCC44	perturbation_control	pearson	mean
MAPK1-1	MAPK1	0.9351399946165215	HCC44	perturbation_control	pearson	mean
MAPK1-2	MAPK1	0.8650689896741758	HCC44	perturbation_control	pearson	mean
MCL1-2	MCL1	0.4836251032274174	HCC44	perturbation_control	pearson	mean
MCL1-5	MCL1	0.5038127324290413	HCC44	perturbation_control	pearson	mean
MTOR-1	MTOR	1.8215232811836186	HCC44	perturbation_control	pearson	mean
MTOR-2	MTOR	1.5508908097690228	HCC44	perturbation_control	pearson	mean
MYC-1	MYC	2.5638861780068174	HCC44	perturbation_control	pearson	mean
MYC-2	MYC	2.5368215096181945	HCC44	perturbation_control	pearson	mean
ORC4-1	ORC4	0.3535708901303517	HCC44	perturbation_control	pearson	mean
ORC4-2	ORC4	0.3708120511214691	HCC44	perturbation_control	pearson	mean
PIK3CA-1	PIK3CA	0.8195113212830968	HCC44	perturbation_control	pearson	mean
PIK3CA-2	PIK3CA	0.8231669754208794	HCC44	perturbation_control	pearson	mean
POLR2D-1	POLR2D	2.5738846867351026	HCC44	perturbation_control	pearson	mean
POLR2D-2	POLR2D	2.4522182988863364	HCC44	perturbation_control	pearson	mean
PPIB-1	PPIB	0.11464669690246779	HCC44	perturbation_control	pearson	mean
PPIB-2	PPIB	0.11318637340769677	HCC44	perturbation_control	pearson	mean
PRDX1-1	PRDX1	0.3169217985916425	HCC44	perturbation_control	pearson	mean
PRDX1-2	PRDX1	0.29573436351893373	HCC44	perturbation_control	pearson	mean
PSMA1-1	PSMA1	2.1972132215659843	HCC44	perturbation_control	pearson	mean
PSMA1-2	PSMA1	2.2669034638847507	HCC44	perturbation_control	pearson	mean
PTK2-1	PTK2	2.7097691573175826	HCC44	perturbation_control	pearson	mean
PTK2-2	PTK2	2.801088962305333	HCC44	perturbation_control	pearson	mean
RAC1-1	RAC1	0.9544103613412004	HCC44	perturbation_control	pearson	mean
RAC1-2	RAC1	0.8158169543595224	HCC44	perturbation_control	pearson	mean
RAF1-1	RAF1	0.9365562416643682	HCC44	perturbation_control	pearson	mean
RAF1-2	RAF1	1.0902648928969243	HCC44	perturbation_control	pearson	mean
RHOA-1	RHOA	2.368002430785484	HCC44	perturbation_control	pearson	mean
RHOA-2	RHOA	2.492661424065424	HCC44	perturbation_control	pearson	mean
SDHB-1	SDHB	1.6784736319105646	HCC44	perturbation_control	pearson	mean
SDHB-2	SDHB	1.2844300170019693	HCC44	perturbation_control	pearson	mean
SLC2A1-1	SLC2A1		HCC44	perturbation_control	pearson	mean
SLC2A2-2	SLC2A2		HCC44	perturbation_control	pearson	mean
SMARCB1-1	SMARCB1	0.6360471592141189	HCC44	perturbation_control	pearson	mean
SMARCB1-2	SMARCB1	0.7036796997848325	HCC44	perturbation_control	pearson	mean
STAT3-1	STAT3	0.7210219453309608	HCC44	perturbation_control	pearson	mean
STAT3-2	STAT3	0.6265750735377904	HCC44	perturbation_control	pearson	mean
SUZ12-1	SUZ12	1.6004271425219985	HCC44	perturbation_control	pearson	mean
SUZ12-2	SUZ12	1.62620194267119	HCC44	perturbation_control	pearson	mean
TXN-1	TXN	0.810487614754951	HCC44	perturbation_control	pearson	mean
TXN-2	TXN	0.6925864326628225	HCC44	perturbation_control	pearson	mean
XBP-1	XBP	1.059481374521455	HCC44	perturbation_control	pearson	mean
XBP-2	XBP	1.1844178316158986	HCC44	perturbation_control	pearson	mean
YAP1-1	YAP1	0.5591970854240096	HCC44	perturbation_control	pearson	mean
YAP1-2	YAP1	0.635761205116554	HCC44	perturbation_control	pearson	mean
AKT1-1	AKT1	0.9088990726222692	HCC44	perturbation_control	pearson	median
AKT1-2	AKT1	0.9451887223410552	HCC44	perturbation_control	pearson	median
ARID1B-1	ARID1B	0.8864604657654246	HCC44	perturbation_control	pearson	median
ARID1B-2	ARID1B	0.8037397283256182	HCC44	perturbation_control	pearson	median
ATF4-1	ATF4	0.7183798042779861	HCC44	perturbation_control	pearson	median
ATF4-2	ATF4	0.8940967849092127	HCC44	perturbation_control	pearson	median
ATP50-1	ATP50	1.7683936162939327	HCC44	perturbation_control	pearson	median
ATP50-2	ATP50	1.5242445171415344	HCC44	perturbation_control	pearson	median
AURKB-2	AURKB		HCC44	perturbation_control	pearson	median
BCL2-1	BCL2	0.7340289732390384	HCC44	perturbation_control	pearson	median
BCL2-2	BCL2	0.6865328807550752	HCC44	perturbation_control	pearson	median
BCL2L2-1	BCL2L2	0.45255532236375584	HCC44	perturbation_control	pearson	median
BCL2L2-2	BCL2L2	0.25547112368511793	HCC44	perturbation_control	pearson	median
BCL2L2-4	BCL2L2	0.6911635127220036	HCC44	perturbation_control	pearson	median
BRAF-2	BRAF		HCC44	perturbation_control	pearson	median
BRAF1-1	BRAF1		HCC44	perturbation_control	pearson	median
BRCA1-1	BRCA1	0.7950142189260682	HCC44	perturbation_control	pearson	median
BRCA1-2	BRCA1	0.8220473105631069	HCC44	perturbation_control	pearson	median
BRD4-1	BRD4	2.697068166012479	HCC44	perturbation_control	pearson	median
BRD4-2	BRD4	2.0162919397960124	HCC44	perturbation_control	pearson	median
CCND1-1	CCND1	0.8136295329594475	HCC44	perturbation_control	pearson	median
CCND1-2	CCND1	0.7153284734316633	HCC44	perturbation_control	pearson	median
CCNE1-1	CCNE1	1.990927364828913	HCC44	perturbation_control	pearson	median
CCNE1-2	CCNE1	1.779698763227767	HCC44	perturbation_control	pearson	median
CDK2-1	CDK2	2.5043429982387666	HCC44	perturbation_control	pearson	median
CDK2-2	CDK2	2.253905351776364	HCC44	perturbation_control	pearson	median
CDK4-1	CDK4	1.2954803776967203	HCC44	perturbation_control	pearson	median
CDK4-2	CDK4	1.2396824086264961	HCC44	perturbation_control	pearson	median
CDK4-3	CDK4	0.8915859102629373	HCC44	perturbation_control	pearson	median
CHEK2-1	CHEK2	0.27372000246350703	HCC44	perturbation_control	pearson	median
CHEK2-2	CHEK2	0.3748814329879556	HCC44	perturbation_control	pearson	median
COX5B-1	COX5B	0.8183223127318107	HCC44	perturbation_control	pearson	median
COX5B-2	COX5B	0.7955406658161976	HCC44	perturbation_control	pearson	median
CSNK1A1-1	CSNK1A1	2.155483080617416	HCC44	perturbation_control	pearson	median
CSNK1A1-2	CSNK1A1	1.7483741690223762	HCC44	perturbation_control	pearson	median
CTNNB1-1	CTNNB1	0.0019502994221307591	HCC44	perturbation_control	pearson	median
CTNNB1-2	CTNNB1	-0.008897558612751062	HCC44	perturbation_control	pearson	median
Chr2-1	Chr2	0.6301921952026354	HCC44	perturbation_control	pearson	median
Chr2-2	Chr2	0.4289450699224766	HCC44	perturbation_control	pearson	median
Chr2-3	Chr2	0.8771217570994423	HCC44	perturbation_control	pearson	median
Chr2-4	Chr2	0.18937775389063632	HCC44	perturbation_control	pearson	median
Chr2-5	Chr2	0.6722124700338703	HCC44	perturbation_control	pearson	median
Chr2-6	Chr2	0.8396180630766771	HCC44	perturbation_control	pearson	median
DOT1L-1	DOT1L	0.9621330853518573	HCC44	perturbation_control	pearson	median
DOT1L-2	DOT1L	0.9984504472599732	HCC44	perturbation_control	pearson	median
EGFR-1	EGFR	0.24691978019379657	HCC44	perturbation_control	pearson	median
EGFR-2	EGFR	0.2990225072204785	HCC44	perturbation_control	pearson	median
EGLN1-8	EGLN1	1.925749808062113	HCC44	perturbation_control	pearson	median
EGLN1-9	EGLN1	1.8048730177050176	HCC44	perturbation_control	pearson	median
EMPTY	EMPTY		HCC44	perturbation_control	pearson	median
ERBB2-1	ERBB2	0.37278135363751314	HCC44	perturbation_control	pearson	median
ERBB2-2	ERBB2	0.3504791202598123	HCC44	perturbation_control	pearson	median
ERBB3-1	ERBB3	0.7830406562442441	HCC44	perturbation_control	pearson	median
ERBB3-2	ERBB3	0.6861066377060583	HCC44	perturbation_control	pearson	median
EZH2-1	EZH2	0.9236546816385278	HCC44	perturbation_control	pearson	median
EZH2-2	EZH2	1.0427943589681514	HCC44	perturbation_control	pearson	median
GLS-1	GLS	1.1969238049948645	HCC44	perturbation_control	pearson	median
